,sentence,prediction,targets,confidence
1079,Provide access to grievance mechanisms to allow for reporting without fear of retaliation,0,0,0.6155350827099311
1080,Business Code of Conduct: All our Suppliers are required to confirm that they comply with our Supplier Business Code of Conduct before they do business with us,0,0,0.5770949341572164
1081,"At a global executive level, the Responsible Sourcing & Human Rights Governance Committee provides oversight and direction to the Supply Chain Human Rights Team",0,0,0.5975147833779109
1082,"The Committee consists of a cross-functional group of senior representatives from our sustainability, procurement, external contract manufacturing, legal, labor relations, and human resources teams and K-Cs regional organisations",0,0,0.5742616906917654
1083,"This Committee meets quarterly (or more frequently as needed) to identify emerging human rights issues, escalations, and responses",0,0,0.5803405792598115
1084,"Operational and Supply Chain Risks The diversity of the products, geographic locations, markets, and regulatory systems associated with our supply chain may pose a range of potential risks arising from the countries in which these suppliers are based and/or the types of goods or services they provide (including their sourcing of raw materials)",0,0,0.5606803378876225
1085,"We identify and review geographies and commodities with high human rights risks, including potential modern slavery risks at least annually, using ELEVATEs EiQ Analyze platform risk indices and segmentation model and EiQ Sentinel for controversy identification as well as publications including the U.S",0,0,0.5106810709201528
1086,State Department Trafficking in Persons Report and U.S,0,0,0.5328460000157325
1087,Department of Labors List of Goods Produced by Child Labor or Forced Labor,0,0,0.5849315530687326
1088,"Based on these sources, sourcing regions for both Kimberly-Clark operations and supplier sites with elevated human rights risks include South, Southeast and North Asia, Middle East, Sub-Saharan Africa, and Central and South America",0,0,0.5187794581159256
1089,Operations and suppliers assessed to have elevated human rights risks are prioritised for additional due diligence,0,0,0.557708867840008
1090,"Our Supply Chain Human Rights Team, in consultation with approximately 50 diverse internal stakeholders identified the following potential salient human rights risks within our supply chain and prioritized these based on their likelihood, severity and the ability to remedy them",0,0,0.5695363049868963
1091,The following potential risks were identified,0,0,0.6104000948305448
1092,"Salient Human Key Concerns Rights Issue Focus Geographies Mitigation Forced Labor Worker-paid recruitment fees; passport retention; excessive overtime Southeast Asia, Taiwan, Middle East Enhanced due diligence in risk countries; participation in multi- stakeholder platforms on forced labor Child Labor Continued risk of exploitation of children upstream in value chains Global Social compliance audits Occupational Health & Safety Workplace injuries & fatalities Global Social compliance audits, EHS program enhanced diagnostics and training Discrimination & Harassment Workplace Discrimination; Harassment & Bullying Global Global anti-discrimination policy; social compliance audits and training Wages & Benefits Compliance with minimum wage laws; Living Wages",0,0,0.5494938102281252
1093,"Salient Human Key Concerns Rights Issue Focus Geographies Mitigation Forced Labor Worker-paid recruitment fees; passport retention; excessive overtime Southeast Asia, Taiwan, Middle East Enhanced due diligence in risk countries; participation in multi- stakeholder platforms on forced labor Child Labor Continued risk of exploitation of children upstream in value chains Global Social compliance audits Occupational Health & Safety Workplace injuries & fatalities Global Social compliance audits, EHS program enhanced diagnostics and training Discrimination & Harassment Workplace Discrimination; Harassment & Bullying Global Global anti-discrimination policy; social compliance audits and training Wages & Benefits Compliance with minimum wage laws; Living Wages",0,0,0.5494938102281252
1094,"Global Social compliance audits Indigenous & Land Rights Legal or customary rights to land; protect peoples ability to earn revenue and access to their land North, Central & South America Fiber procurement policy; certified fiber sourcing Access to Water & Sanitation Water access; water quality; access to improved sanitation South America; Middle East & Africa; South & Southeast Asia Environmental policy; Water initiatives in high water stressed regions Environmental Issues Impacts of Climate Change; Impacts of Product/Packaging waste on vulnerable communities Global (climate change); Emerging economies (waste) Environmental policy; plastics & packaging reduction strategy; waste picker initiatives",0,0,0.6123644936779654
1095,"Global Social compliance audits Indigenous & Land Rights Legal or customary rights to land; protect peoples ability to earn revenue and access to their land North, Central & South America Fiber procurement policy; certified fiber sourcing Access to Water & Sanitation Water access; water quality; access to improved sanitation South America; Middle East & Africa; South & Southeast Asia Environmental policy; Water initiatives in high water stressed regions Environmental Issues Impacts of Climate Change; Impacts of Product/Packaging waste on vulnerable communities Global (climate change); Emerging economies (waste) Environmental policy; plastics & packaging reduction strategy; waste picker initiatives",0,0,0.6123644936779654
