sentence_id,statement_id,sentence,prediction
15021,SID_390,HOW WE ASSESS EFFECTIVENESS We are taking steps to be able to assess our effectiveness by working with Sedex,c3 (risk description)
15023,SID_390,"Once we have onboarded the majority of our suppliers, we will assess the baseline social risk of our supplier base using the tools within Sedex and prioritize further action with those suppliers identified as high risk",c2 (operations)
15024,SID_390,"We will set KPIs for improvements in areas such as supplier participation, transparency, and risk reduction based on our analysis of the risk assessment",c3 (risk description)
15025,SID_390,"SunOpta distributes its Employee Code to all employees, officers, and directors of the Company",c2 (operations)
15030,SID_390,"Employees are also required to report any wrongdoing or violation of the Employee Code or related policies, violation of accounting or internal controls, or any incidents of fraud or alleged fraud in accordance with SunOptas Ethics Reporting Policy",c2 (operations)
15132,SID_392,BEPs limited partnership units are listed on the Toronto Stock Exchange (BEP.UN),approval
15135,SID_392,It includes business transformation and cogeneration assets,signature
15138,SID_392,"Brookfield Renewables core supply chain focuses on the development and construction of new renewable energy assets, and the operation and maintenance (O&M) of our existing operating assets",c1 (reporting entity)
15139,SID_392,"Therefore, our core suppliers include major equipment, construction and O&M vendors, and their respective supply chains, which involve multi-tiered international streams with mined materials and manufacturing processes",c1 (reporting entity)
15145,SID_392,Our Human Rights Policy sets out our approach to respecting fundamental human rights,c2 (operations)
15147,SID_392,"Our Human Rights Policy support the Code, which governs and reinforces the application of our commitments to human rights",c2 (operations)
15149,SID_392,"Additionally, senior leadership of our operating businesses formally reviews and discusses our strategy related to human rights as part of our Sustainability Steering Committee, and we update the Board on our sustainability strategy and performance on a quarterly basis",c3 (risk description)
15157,SID_392,"To assess and manage such risks, we set up systems and processes to support the identification and prevention of potential human rights risks and impacts throughout the lifecycle of our investments including at the earliest stages and within our supply chain",c2 (operations)
15158,SID_392,"We regularly enhance our approach, track and assess the effectiveness of our policies and procedures in relation to respecting human rights, and update them as required",c3 (risk description)
15163,SID_392,"In particular, the assessment identified risks of forced labour within the solar power supply chain",c2 (structure)
15174,SID_392,We have not found any evidence of forced labour or child labour,c2 (structure)
13163,SID_368,investigating any complaints and grievances received through our reporting mechanisms described herein,c3 (risk description)
15188,SID_392,"We are continuously enhancing our approach to addressing human rights in our supply chain and monitor and assess the effectiveness of our human rights program by regularly engaging with key stakeholders and refining the program, as necessary",c3 (risk description)
15190,SID_392,"We provide regular training on our Code and wider training and communications to relevant employee groups in line with their roles and responsibilities, including Anti-Bribery Anti-",c2 (operations)
15192,SID_392,"Corruption (ABC), Health, Safety, Security and Environmental (HSSE) training and Supply Chain Due Diligence training",c2 (operations)
15193,SID_392,"General human rights training has been developed for employees, which we expect to roll out over the course of 2024",c2 (operations)
15194,SID_392,"Required focused training on specific human rights issues is provided for select employees in certain disciplines, as required",c2 (operations)
15196,SID_392,"We acknowledge that there are potential forced labour and child labour risk within our supply chain, in particular within the solar panel supply chain",c2 (structure)
15198,SID_392,"We consistently review this process, utilizing our governance structure to review the effectiveness of our program and use the controls of our approval processes to ensure that these are caried forward",c3 (risk description)
15199,SID_392,We also regularly engage with our internal and external stakeholders on this topic and have clear communication around our policies and access to grievance management mechanisms,c3 (risk description)
15214,SID_394,"Founded in 1962, TWU is a global Christian liberal arts university organized under the Societies Act and the Trinity Western University Act to offer liberal arts, sciences, and professional disciplines in business, nursing, education, human kinetics, graduate studies, and arts, media, and culture",approval
15214,SID_394,"Founded in 1962, TWU is a global Christian liberal arts university organized under the Societies Act and the Trinity Western University Act to offer liberal arts, sciences, and professional disciplines in business, nursing, education, human kinetics, graduate studies, and arts, media, and culture",signature
